"tau2","model","heuristic","optDelta","minPsi","MIV","MISB","pc"
0.3,"Linear (1 factor)","Retain",0.585499643756609,1.41781108374778,0.430875046044694,0.986936037703087,0.387298334620742
0.32,"Linear (1 factor)","Retain",0.589397982670827,1.48356753271191,0.432067951026731,1.05149958168518,0.4
0.34,"Linear (1 factor)","Retain",0.592931863705531,1.54925253240626,0.433159474685398,1.11609305772086,0.291547594742265
0.36,"Linear (1 factor)","Retain",0.596150976714326,1.61487588689222,0.434162262314657,1.18071362457756,0.3
0.38,"Linear (1 factor)","Retain",0.599096238961558,1.68044566364051,0.435086901765718,1.24535876187479,0.217944947177034
0.4,"Linear (1 factor)","Retain",0.601801673559755,1.74596856569919,0.435942332620787,1.31002623307841,0.223606797749979
0.42,"Linear (1 factor)","Retain",0.60429518609361,1.81145021120812,0.436735957583629,1.37471425362449,0.458257569495584
0.44,"Linear (1 factor)","Retain",0.60660150989514,1.87689534641085,0.437474481109124,1.43942086530172,0.469041575982343
0.46,"Linear (1 factor)","Retain",0.608741421977706,1.94230800986201,0.438163591646941,1.50414441821507,0.479583152331272
0.48,"Linear (1 factor)","Retain",0.610739991270643,2.00769166095257,0.438810576759077,1.5688810841935,0.489897948556636
0.5,"Linear (1 factor)","Retain",0.612606622226092,2.07304928069414,0.439417826480361,1.63363145421378,0.5
0.52,"Linear (1 factor)","Retain",0.614311282955816,2.13838345018202,0.439974910069784,1.69840854011223,0.360555127546399
0.54,"Linear (1 factor)","Retain",0.615946911318412,2.20369642018135,0.440511712843005,1.76318470733834,0.367423461417477
0.56,"Linear (1 factor)","Retain",0.617482917743524,2.26899016029476,0.441017862728351,1.82797229756641,0.264575131106459
0.58,"Linear (1 factor)","Retain",0.618928198447221,2.33426640141347,0.441495931460405,1.89277046995307,0.269258240356725
0.6,"Linear (1 factor)","Retain",0.620290614115252,2.39952667151823,0.441948208830669,1.95757846268756,0.547722557505166
0.62,"Linear (1 factor)","Retain",0.621577137224937,2.46477232472811,0.442376740570317,2.02239558415779,0.556776436283002
0.64,"Linear (1 factor)","Retain",0.622753275386714,2.53000456456782,0.442769739618191,2.08723482494963,0.565685424949238
0.66,"Linear (1 factor)","Retain",0.623905971681759,2.59522446597702,0.443156055337116,2.15206841063991,0.574456264653803
0.68,"Linear (1 factor)","Retain",0.624999495001472,2.66043299244748,0.443523595439176,2.21690939700831,0.58309518948453
0.7,"Linear (1 factor)","Retain",0.626038310827827,2.72563100846247,0.443873703281469,2.281757305181,0.418330013267038
0.72,"Linear (1 factor)","Retain",0.627026216565552,2.79081929268601,0.44420751937887,2.34661177330715,0.424264068711929
0.74,"Linear (1 factor)","Retain",0.627967532944962,2.85599854839701,0.444526380950027,2.41147216744699,0.304138126514911
0.76,"Linear (1 factor)","Retain",0.628863891572243,2.92116941236389,0.444830730531784,2.4763386818321,0.308220700148449
0.78,"Linear (1 factor)","Retain",0.629708828772275,2.98633246229072,0.445118262703213,2.54121419958751,0.62449979983984
0.8,"Linear (1 factor)","Retain",0.630514289349326,3.05148822542982,0.445392942779483,2.60609528265034,0.632455532033676
0.82,"Linear (1 factor)","Retain",0.631323562297223,3.11663718075948,0.445669496355273,2.6709676844042,0.640312423743285
0.84,"Linear (1 factor)","Retain",0.632052360574536,3.18177976374417,0.445919042317157,2.73586072142701,0.648074069840786
0.86,"Linear (1 factor)","Retain",0.632768053566993,3.24691638006883,0.446164556747117,2.80075182332171,0.6557438524302
0.88,"Linear (1 factor)","Retain",0.633454690443308,3.31204739628563,0.446400529134899,2.86564686715073,0.469041575982343
0.9,"Linear (1 factor)","Retain",0.63411395562655,3.37717315085848,0.446627487797778,2.9305456630607,0.474341649025257
0.92,"Linear (1 factor)","Retain",0.634747459767791,3.44229395543593,0.446845941396783,2.99544801403915,0.339116499156263
0.94,"Linear (1 factor)","Retain",0.635356689140644,3.50741009746276,0.447056360887354,3.06035373657541,0.342782730020052
0.96,"Linear (1 factor)","Retain",0.635943017462709,3.57252184249115,0.447259182963288,3.12526265952786,0.692820323027551
0.98,"Linear (1 factor)","Retain",0.636507716381268,3.63762943623123,0.447454813125737,3.19017462310549,0.7
1,"Linear (1 factor)","Retain",0.637051964816625,3.70273310637491,0.447643628431136,3.25508947794377,0.707106781186548
0,"Quadratic (1 factor)","Retain",0.000177511499830781,1.06674953688374,1.06674953688374,0,0
0.004,"Quadratic (1 factor)","Retain",0.0817558998448275,1.16830016832317,1.11235311039868,0.0559470579244941,0.0447213595499958
0.008,"Quadratic (1 factor)","Retain",0.10904966596673,1.21632292379441,1.13153160707149,0.0847913167229253,0.0447213595499958
0.012,"Quadratic (1 factor)","Retain",0.128200111974568,1.25538512241414,1.14639339846051,0.108991723953635,0.0547722557505166
0.016,"Quadratic (1 factor)","Retain",0.14329551422304,1.28976814849454,1.15900101946806,0.130767129026484,0.0447213595499958
0.02,"Quadratic (1 factor)","Retain",0.155679386951886,1.32114697261261,1.16997289175889,0.151174080853716,0.05
0.024,"Quadratic (1 factor)","Retain",0.16648695225475,1.35042223443202,1.18003803946867,0.170384194963346,0.109544511501033
0.028,"Quadratic (1 factor)","Retain",0.17596280446717,1.37808123110064,1.18925701657154,0.188824214529096,0.118321595661992
0.032,"Quadratic (1 factor)","Retain",0.184471797824355,1.40446091305355,1.19786266368356,0.206598249369992,0.126491106406735
0.036,"Quadratic (1 factor)","Retain",0.192155265302621,1.42979667604408,1.20590977520377,0.22388690084031,0.134164078649987
0.04,"Quadratic (1 factor)","Retain",0.199171391533606,1.45426094910466,1.21349505007928,0.240765899025378,0.14142135623731
0.044,"Quadratic (1 factor)","Retain",0.205631184859162,1.47798473857553,1.22068534841319,0.257299390162341,0.104880884817015
0.048,"Quadratic (1 factor)","Retain",0.211598223948448,1.5010705236451,1.22750820348064,0.273562320164457,0.109544511501033
0.052,"Quadratic (1 factor)","Retain",0.217139969767105,1.52360038434528,1.23400469270616,0.289595691639129,0.0806225774829855
0.056,"Quadratic (1 factor)","Retain",0.222305071118541,1.54564137412539,1.2402018030192,0.305439571106189,0.0836660026534076
0.06,"Quadratic (1 factor)","Retain",0.227132982680368,1.56724918580153,1.24612127370146,0.321127912100064,0.173205080756888
0.064,"Quadratic (1 factor)","Retain",0.231656249596815,1.58847073295298,1.25178093600558,0.336689796947392,0.178885438199983
0.068,"Quadratic (1 factor)","Retain",0.235902146555091,1.60934601328321,1.25719569803432,0.352150315248893,0.184390889145858
0.072,"Quadratic (1 factor)","Retain",0.239893877327809,1.62990948307337,1.26237828229383,0.367531200779537,0.189736659610103
0.076,"Quadratic (1 factor)","Retain",0.243651466493882,1.65019109032706,1.26733978468644,0.382851305640623,0.194935886896179
0.08,"Quadratic (1 factor)","Retain",0.247208695812551,1.67021706591271,1.27211209069225,0.398104975220461,0.14142135623731
0.084,"Quadratic (1 factor)","Retain",0.250521122261453,1.69001053113186,1.27662293656679,0.413387594565076,0.144913767461894
0.088,"Quadratic (1 factor)","Retain",0.253682742029959,1.70959198550372,1.2809895637797,0.428602421724015,0.104880884817015
0.092,"Quadratic (1 factor)","Retain",0.256666219070522,1.72897969461355,1.28516570916133,0.443813985452225,0.107238052947636
0.096,"Quadratic (1 factor)","Retain",0.259483788474129,1.74818999120508,1.28915982832729,0.459030162877788,0.219089023002066
0.1,"Quadratic (1 factor)","Retain",0.262146700757281,1.76723753503029,1.29298011204933,0.474257422980961,0.223606797749979
0.104,"Quadratic (1 factor)","Retain",0.264665333518943,1.78613552269075,1.29663450257151,0.489501020119243,0.228035085019828
0.108,"Quadratic (1 factor)","Retain",0.267049282824139,1.80489586327493,1.30013070087257,0.504765162402361,0.232379000772445
0.112,"Quadratic (1 factor)","Retain",0.269307438992907,1.82352932697694,1.30347616794384,0.520053159033099,0.236643191323985
0.116,"Quadratic (1 factor)","Retain",0.271448050361847,1.84204567212345,1.30667812244533,0.535367549678117,0.170293863659264
0.12,"Quadratic (1 factor)","Retain",0.273478777733678,1.86045375473633,1.30974353652054,0.550710218215787,0.173205080756888
0.124,"Quadratic (1 factor)","Retain",0.27540674157672,1.87876162379272,1.31267913107403,0.566082492718699,0.124498995979887
0.128,"Quadratic (1 factor)","Retain",0.277238563533848,1.89697660462539,1.31549137143038,0.581485233195007,0.126491106406735
0.132,"Quadratic (1 factor)","Retain",0.278980403415707,1.91510537236824,1.3181864639854,0.596918908382841,0.256904651573303
0.136,"Quadratic (1 factor)","Retain",0.280670118655289,1.93315401560758,1.32082061866504,0.612333396942544,0.260768096208106
0.14,"Quadratic (1 factor)","Retain",0.282245843901515,1.95112809669558,1.3232946972474,0.627833399448186,0.264575131106459
0.144,"Quadratic (1 factor)","Retain",0.283747216955038,1.96903270424771,1.32566797540997,0.643364728837738,0.268328157299975
0.148,"Quadratic (1 factor)","Retain",0.285178884609617,1.98687249478832,1.32794565698974,0.658926837798582,0.272029410174709
0.152,"Quadratic (1 factor)","Retain",0.286548813231824,2.00465173559802,1.33013853841692,0.674513197181101,0.194935886896179
0.156,"Quadratic (1 factor)","Retain",0.287858586483888,2.02237434184607,1.3322474791531,0.690126862692967,0.197484176581315
0.16,"Quadratic (1 factor)","Retain",0.289110797658701,2.04004391023244,1.33427509377188,0.705768816460564,0.14142135623731
0.164,"Quadratic (1 factor)","Retain",0.290308952264408,2.05766374830539,1.33622563234849,0.721438115956892,0.143178210632764
0.168,"Quadratic (1 factor)","Retain",0.291456314239059,2.07523690123397,1.33810311797672,0.737133783257246,0.289827534923789
0.172,"Quadratic (1 factor)","Retain",0.292555921768886,2.09276617587756,1.33991135327945,0.752854822598111,0.293257565972304
0.176,"Quadratic (1 factor)","Retain",0.293610602453114,2.11025416245369,1.34165392803354,0.768600234420151,0.296647939483827
0.18,"Quadratic (1 factor)","Retain",0.294622987764921,2.12770325405488,1.34333422760394,0.784369026450937,0.3
0.184,"Quadratic (1 factor)","Retain",0.295595526786959,2.1451156642377,1.34495544194584,0.800160222291855,0.303315017762062
0.188,"Quadratic (1 factor)","Retain",0.29653042400591,2.16249344288525,1.34652044881831,0.815972994066935,0.216794833886788
0.192,"Quadratic (1 factor)","Retain",0.297450232739888,2.17983849836438,1.34806648246132,0.831772015903057,0.219089023002066
0.196,"Quadratic (1 factor)","Retain",0.298291069215613,2.19715257174419,1.34948525417272,0.847667317571472,0.156524758424985
0.2,"Quadratic (1 factor)","Retain",0.299130523520357,2.21443732424452,1.35090693224254,0.863530392001979,0.158113883008419
0.22,"Quadratic (1 factor)","Retain",0.302884526646206,2.30047106621651,1.35732919170904,0.943141874507474,0.33166247903554
0.24,"Quadratic (1 factor)","Retain",0.306062140640173,2.38596171138613,1.36284885223039,1.02311285915574,0.346410161513775
0.26,"Quadratic (1 factor)","Retain",0.308790189879539,2.47102218010036,1.36764956543419,1.10337261466618,0.360555127546399
0.28,"Quadratic (1 factor)","Retain",0.311161122141921,2.55573560462743,1.37186893118489,1.18386667344255,0.374165738677394
0.3,"Quadratic (1 factor)","Retain",0.313243608235073,2.64016456442771,1.37561149859891,1.2645530658288,0.387298334620742
0.32,"Quadratic (1 factor)","Retain",0.315089603922562,2.7243571093323,1.37895789432692,1.34539921500538,0.282842712474619
0.34,"Quadratic (1 factor)","Retain",0.316739104627317,2.80835078630309,1.38197121409081,1.42637957221227,0.291547594742265
0.36,"Quadratic (1 factor)","Retain",0.318223394224044,2.89217539538901,1.3847015260481,1.50747386934091,0.212132034355964
0.38,"Quadratic (1 factor)","Retain",0.319567301828597,2.97585491749421,1.3871890781061,1.58866583938811,0.217944947177034
0.4,"Quadratic (1 factor)","Retain",0.320790796241422,3.05940889012825,1.38946661168657,1.66994227844168,0.447213595499958
0.42,"Quadratic (1 factor)","Retain",0.321910131278133,3.14285340736085,1.39156105368288,1.75129235367797,0.458257569495584
0.44,"Quadratic (1 factor)","Retain",0.322938681646247,3.22620185887769,1.39349477061197,1.83270708826573,0.469041575982343
0.46,"Quadratic (1 factor)","Retain",0.323887562171628,3.30946548459214,1.39528651055791,1.91417897403422,0.479583152331272
0.48,"Quadratic (1 factor)","Retain",0.324766092989692,3.39265379666824,1.39695211956031,1.99570167710793,0.489897948556636
0.5,"Quadratic (1 factor)","Retain",0.325582153596431,3.47577490475651,1.39850509294602,2.0772698118105,0.353553390593274
0.52,"Quadratic (1 factor)","Retain",0.326342455587674,3.55883576957095,1.39995700437135,2.1588787651996,0.360555127546399
0.54,"Quadratic (1 factor)","Retain",0.327052755128313,3.64184240271685,1.40131784318325,2.2405245595336,0.259807621135332
0.56,"Quadratic (1 factor)","Retain",0.327718020197363,3.72480002571562,1.40259628226928,2.32220374344634,0.264575131106459
0.58,"Quadratic (1 factor)","Retain",0.328352816532639,3.80771318246785,1.40381967985593,2.40389350261191,0.53851648071345
0.6,"Quadratic (1 factor)","Retain",0.328942485249271,3.89058589904575,1.40495918627394,2.48562671277181,0.547722557505166
0.62,"Quadratic (1 factor)","Retain",0.329496944809806,3.97342169142173,1.40603336627912,2.56738832514261,0.556776436283002
0.64,"Quadratic (1 factor)","Retain",0.330020634324747,4.05622367873797,1.407050355487,2.64917332325096,0.565685424949238
0.66,"Quadratic (1 factor)","Retain",0.330516132484852,4.13899463363313,1.40801476899415,2.73097986463898,0.574456264653803
0.68,"Quadratic (1 factor)","Retain",0.330985730044859,4.22173702876669,1.40893072369417,2.81280630507252,0.412310562561766
0.7,"Quadratic (1 factor)","Retain",0.33143146966087,4.30445307686255,1.40980190515258,2.89465117170996,0.418330013267038
0.72,"Quadratic (1 factor)","Retain",0.331855179217238,4.38714476443475,1.4106316238506,2.97651314058416,0.3
0.74,"Quadratic (1 factor)","Retain",0.332258499858422,4.46981388033865,1.4114228627315,3.05839101760715,0.304138126514911
0.76,"Quadratic (1 factor)","Retain",0.332642909688582,4.5524620400587,1.41217831759161,3.14028372246709,0.616441400296898
0.78,"Quadratic (1 factor)","Retain",0.333009743905603,4.6350907064641,1.41290043155086,3.22219027491324,0.62449979983984
0.8,"Quadratic (1 factor)","Retain",0.333360211985011,4.71770120762238,1.41359142460071,3.30410978302167,0.632455532033676
0.82,"Quadratic (1 factor)","Retain",0.333695412409888,4.80029475215034,1.41425331903755,3.38604143311279,0.640312423743285
0.84,"Quadratic (1 factor)","Retain",0.334016345349545,4.88287244249386,1.41488796144138,3.46798448105248,0.648074069840786
0.86,"Quadratic (1 factor)","Retain",0.334364618701673,4.96543528201832,1.4155776901155,3.54985759190283,0.463680924774785
0.88,"Quadratic (1 factor)","Retain",0.334661096816213,5.04798420220918,1.41616568078973,3.63181852141946,0.469041575982343
0.9,"Quadratic (1 factor)","Retain",0.33494618724462,5.13052004802548,1.41673181514369,3.7137882328818,0.335410196624968
0.92,"Quadratic (1 factor)","Retain",0.335220188841414,5.21304359755951,1.41727660306213,3.79576699449738,0.339116499156263
0.94,"Quadratic (1 factor)","Retain",0.335483748834083,5.29555556876011,1.41780125429094,3.87775431446918,0.685565460040104
0.96,"Quadratic (1 factor)","Retain",0.33573746413904,5.37805662420769,1.41830688708338,3.95974973712431,0.692820323027551
0.98,"Quadratic (1 factor)","Retain",0.335931212438812,5.46054737534668,1.41869339350606,4.04185398184062,0.7
1,"Quadratic (1 factor)","Retain",0.336165249245873,5.54302838949629,1.41916071347903,4.12386767601726,0.707106781186548
0,"Quadratic (1 factor)","Split",0.00014582772188295,1.06673474335372,1.06673474335372,0,0
0.004,"Quadratic (1 factor)","Split",0.0611303934076522,1.14075521091542,1.09970090328328,0.0410543076321375,0.0316227766016838
0.008,"Quadratic (1 factor)","Split",0.0823610472894204,1.17608755488476,1.11351725227777,0.062570302606987,0.0447213595499958
0.012,"Quadratic (1 factor)","Split",0.0974509703677482,1.20497608575862,1.12417107550106,0.0808050102575637,0.0387298334620742
0.016,"Quadratic (1 factor)","Split",0.109484987205303,1.23051311304248,1.13319781885045,0.0973152941920274,0.0447213595499958
0.02,"Quadratic (1 factor)","Split",0.119574347107769,1.25390173508229,1.14114801019345,0.112753724888832,0.1
0.024,"Quadratic (1 factor)","Split",0.128352413935944,1.27576164328752,1.1483612383275,0.12740040496002,0.109544511501033
0.028,"Quadratic (1 factor)","Split",0.136128398071153,1.29646273428945,1.15499036854345,0.141472365746006,0.118321595661992
0.032,"Quadratic (1 factor)","Split",0.143114839318472,1.31624737987551,1.16114490482741,0.155102475048106,0.126491106406735
0.036,"Quadratic (1 factor)","Split",0.149448332141571,1.33528513538659,1.16689176759912,0.168393367787473,0.134164078649987
0.04,"Quadratic (1 factor)","Split",0.155258297078735,1.35370058955172,1.1723077721268,0.181392817424914,0.1
0.044,"Quadratic (1 factor)","Split",0.160597736676066,1.37158894774005,1.17741007308127,0.194178874658783,0.104880884817015
0.048,"Quadratic (1 factor)","Split",0.165526954979132,1.38902534376567,1.1822292202804,0.206796123485274,0.0774596669241483
0.052,"Quadratic (1 factor)","Split",0.17008405135959,1.40607074277065,1.18677966485414,0.219291077916505,0.0806225774829855
0.056,"Quadratic (1 factor)","Split",0.174296502848573,1.42277581674251,1.19106898620596,0.231706830536549,0.167332005306815
0.06,"Quadratic (1 factor)","Split",0.178207352798509,1.43918356506763,1.1951240248157,0.244059540251936,0.173205080756888
0.064,"Quadratic (1 factor)","Split",0.181773064940499,1.45533108851406,1.19888344335815,0.256447645155905,0.178885438199983
0.068,"Quadratic (1 factor)","Split",0.185025709810082,1.47125082725775,1.2023654523101,0.268885374947653,0.184390889145858
0.072,"Quadratic (1 factor)","Split",0.18802129417216,1.48697133460065,1.20561741980851,0.281353914792145,0.189736659610103
0.076,"Quadratic (1 factor)","Split",0.190777850454875,1.50251781739013,1.20864870091226,0.293869116477867,0.137840487520902
0.08,"Quadratic (1 factor)","Split",0.19323378084209,1.51791249461305,1.21138113532268,0.306531359290366,0.14142135623731
0.084,"Quadratic (1 factor)","Split",0.195492341427136,1.53317480250958,1.21392069937906,0.319254103130525,0.102469507659596
0.088,"Quadratic (1 factor)","Split",0.197545641558805,1.54832166534092,1.21625192726806,0.332069738072866,0.104880884817015
0.092,"Quadratic (1 factor)","Split",0.199389341269436,1.56336768459608,1.21836359571847,0.345004088877614,0.214476105895272
0.096,"Quadratic (1 factor)","Split",0.201069607340137,1.57832538113087,1.22030338854472,0.358021992586148,0.219089023002066
0.1,"Quadratic (1 factor)","Split",0.202601963228807,1.59320544453759,1.22208526152647,0.371120183011125,0.223606797749979
0.104,"Quadratic (1 factor)","Split",0.204004685223112,1.60801697543376,1.22372720839647,0.384289767037285,0.228035085019828
0.108,"Quadratic (1 factor)","Split",0.205294050137266,1.62276771608551,1.22524564852835,0.397522067557156,0.232379000772445
0.112,"Quadratic (1 factor)","Split",0.206501837479787,1.63746425973983,1.22667604776599,0.410788211973843,0.167332005306815
0.116,"Quadratic (1 factor)","Split",0.207603959342427,1.65211223398801,1.22798812444869,0.42412410953932,0.170293863659264
0.12,"Quadratic (1 factor)","Split",0.208627440735193,1.66671645703235,1.22921243855998,0.437504018472369,0.122474487139159
0.124,"Quadratic (1 factor)","Split",0.209580988255668,1.68128107264477,1.23035819902298,0.450922873621789,0.124498995979887
0.128,"Quadratic (1 factor)","Split",0.210472053935675,1.69580966091946,1.23143335320104,0.464376307718412,0.25298221281347
0.132,"Quadratic (1 factor)","Split",0.211307041668837,1.71030533065875,1.23244478140823,0.47786054925052,0.256904651573303
0.136,"Quadratic (1 factor)","Split",0.212132181634786,1.72477078332816,1.23344803910618,0.491322744221978,0.260768096208106
0.14,"Quadratic (1 factor)","Split",0.21287483201053,1.73920839091609,1.23435420784879,0.504854183067303,0.264575131106459
0.144,"Quadratic (1 factor)","Split",0.213593741731046,1.75362025276259,1.23523431397182,0.51838593879077,0.268328157299975
0.148,"Quadratic (1 factor)","Split",0.214278777335291,1.76800821370438,1.23607561943013,0.53193259427425,0.192353840616713
0.152,"Quadratic (1 factor)","Split",0.214945824926114,1.78237392167939,1.23689734488024,0.545476576799151,0.194935886896179
0.156,"Quadratic (1 factor)","Split",0.215559621998455,1.79671883037408,1.23765566823573,0.559063162138345,0.139642400437689
0.16,"Quadratic (1 factor)","Split",0.216160743837233,1.81104426818231,1.23840037856411,0.572643889618197,0.14142135623731
0.164,"Quadratic (1 factor)","Split",0.216738647085094,1.82535141413206,1.23911823944004,0.586233174692028,0.286356421265527
0.168,"Quadratic (1 factor)","Split",0.217295244278832,1.8396413373647,1.23981141452944,0.599829922835265,0.289827534923789
0.172,"Quadratic (1 factor)","Split",0.217832230530643,1.85391500721972,1.24048182673353,0.613433180486192,0.293257565972304
0.176,"Quadratic (1 factor)","Split",0.218351113694012,1.86817330556741,1.2411311908437,0.627042114723702,0.296647939483827
0.18,"Quadratic (1 factor)","Split",0.218853239537339,1.88241703731425,1.24176104089167,0.640655996422574,0.3
0.184,"Quadratic (1 factor)","Split",0.21933981286122,1.89664693938896,1.24237275317001,0.654274186218946,0.214476105895272
0.188,"Quadratic (1 factor)","Split",0.219811915320069,1.91086368845987,1.24296756572382,0.66789612273605,0.216794833886788
0.192,"Quadratic (1 factor)","Split",0.220270520558262,1.92506790758908,1.2435465949602,0.681521312628881,0.154919333848297
0.196,"Quadratic (1 factor)","Split",0.220716507148276,1.93926017199187,1.24411084989447,0.695149322097401,0.156524758424985
0.2,"Quadratic (1 factor)","Split",0.22115066971828,1.95344101404004,1.24466124444629,0.708779769593744,0.316227766016838
0.22,"Quadratic (1 factor)","Split",0.223207865476823,2.02419002271561,1.24728399898535,0.776906023730258,0.33166247903554
0.24,"Quadratic (1 factor)","Split",0.225005143815302,2.0947149842701,1.24959555255808,0.845119431712018,0.346410161513775
0.26,"Quadratic (1 factor)","Split",0.226658611857303,2.16505290232274,1.25173891625747,0.913313986065271,0.360555127546399
0.28,"Quadratic (1 factor)","Split",0.228179009142975,2.23523170379301,1.2537240865447,0.981507617248309,0.374165738677394
0.3,"Quadratic (1 factor)","Split",0.229591016188854,2.30527316688186,1.25558010273241,1.04969306414944,0.273861278752583
0.32,"Quadratic (1 factor)","Split",0.230911824090436,2.37519470711303,1.25732710438557,1.11786760272746,0.282842712474619
0.34,"Quadratic (1 factor)","Split",0.232146007578874,2.44501054122222,1.25896908431249,1.18604145690973,0.206155281280883
0.36,"Quadratic (1 factor)","Split",0.23330521448575,2.51473246691531,1.26051977423606,1.25421269267925,0.212132034355964
0.38,"Quadratic (1 factor)","Split",0.234398764412509,2.5843704160256,1.26199019106442,1.32238022496118,0.435889894354067
0.4,"Quadratic (1 factor)","Split",0.235433013349412,2.65393284739611,1.26338765962017,1.39054518777594,0.447213595499958
0.42,"Quadratic (1 factor)","Split",0.236413286690617,2.72342703685964,1.26471832216171,1.45870871469793,0.458257569495584
0.44,"Quadratic (1 factor)","Split",0.237335112078748,2.7928592992802,1.26597511151415,1.52688418776605,0.469041575982343
0.46,"Quadratic (1 factor)","Split",0.238217728108835,2.86223514446345,1.26718343322396,1.59505171123949,0.479583152331272
0.48,"Quadratic (1 factor)","Split",0.239058224119133,2.93155942342505,1.26833864954508,1.66322077387997,0.346410161513775
0.5,"Quadratic (1 factor)","Split",0.239894992285267,3.00083642188257,1.26949317880016,1.73134324308241,0.353553390593274
0.52,"Quadratic (1 factor)","Split",0.240626434506196,3.07006995302653,1.27050602608088,1.79956392694565,0.254950975679639
0.54,"Quadratic (1 factor)","Split",0.241366535464229,3.13926340447068,1.27153433457921,1.86772906989147,0.259807621135332
0.56,"Quadratic (1 factor)","Split",0.242097282183522,3.20841984278965,1.27255308509057,1.93586675769908,0.529150262212918
0.58,"Quadratic (1 factor)","Split",0.242767773827312,3.27754199409343,1.27349084996827,2.00405114412516,0.53851648071345
0.6,"Quadratic (1 factor)","Split",0.243410563014363,3.34663233453856,1.2743925903651,2.07223974417346,0.547722557505166
0.62,"Quadratic (1 factor)","Split",0.244027314240382,3.41569310058504,1.2752603155119,2.14043278507314,0.556776436283002
0.64,"Quadratic (1 factor)","Split",0.244619554138442,3.48472632161641,1.27609587808595,2.20863044353047,0.565685424949238
0.66,"Quadratic (1 factor)","Split",0.245188687811124,3.55373384387406,1.27690099247224,2.27683285140182,0.406201920231798
0.68,"Quadratic (1 factor)","Split",0.245736012384814,3.62271735103624,1.27767724982405,2.34504010121219,0.412310562561766
0.7,"Quadratic (1 factor)","Split",0.246262728394176,3.69167838200186,1.27842613064633,2.41325225135553,0.295803989154981
0.72,"Quadratic (1 factor)","Split",0.246769949457288,3.76061834632956,1.27914901544829,2.48146933088127,0.3
0.74,"Quadratic (1 factor)","Split",0.247258710585547,3.82953853769779,1.27984719387,2.54969134382779,0.608276253029822
0.76,"Quadratic (1 factor)","Split",0.247729975392505,3.89844014568532,1.2805218725919,2.61791827309342,0.616441400296898
0.78,"Quadratic (1 factor)","Split",0.248184642402427,3.96732426611847,1.2811741822592,2.68615008385928,0.62449979983984
0.8,"Quadratic (1 factor)","Split",0.248618460555228,4.036191910617,1.28179785848325,2.75439405213374,0.632455532033676
0.82,"Quadratic (1 factor)","Split",0.249042859131357,4.10504401301647,1.28240920351348,2.82263480950299,0.640312423743285
0.84,"Quadratic (1 factor)","Split",0.249452964710466,4.1738814388461,1.28300109977719,2.8908803390689,0.458257569495584
0.86,"Quadratic (1 factor)","Split",0.249851044700434,4.24270498984506,1.28357671403282,2.95912827581224,0.463680924774785
0.88,"Quadratic (1 factor)","Split",0.250234605034718,4.31151541149681,1.28413233640298,3.02738307509384,0.33166247903554
0.9,"Quadratic (1 factor)","Split",0.250605827410239,4.38031339578503,1.28467102558757,3.09564237019746,0.335410196624968
0.92,"Quadratic (1 factor)","Split",0.250965285555184,4.44909958725008,1.28519352583271,3.16390606141737,0.678232998312527
0.94,"Quadratic (1 factor)","Split",0.251313518871669,4.51787458667487,1.28570053945916,3.23217404721571,0.685565460040104
0.96,"Quadratic (1 factor)","Split",0.25165104706589,4.58663895473803,1.2861927474305,3.30044620730753,0.692820323027551
0.98,"Quadratic (1 factor)","Split",0.251978343509068,4.65539321531335,1.28667076984553,3.36872244546783,0.7
1,"Quadratic (1 factor)","Split",0.252295850751104,4.72413785844063,1.28713518782214,3.43700267061849,0.707106781186548
0,"Linear (2 factor)","Split",0.00014582772188295,0.833406261374738,0.833406261374738,0,0
0.004,"Linear (2 factor)","Split",0.170345893677122,1.01717505217645,0.941939399502855,0.0752356526735952,0.0316227766016838
0.008,"Linear (2 factor)","Split",0.206608995440462,1.07947415567126,0.972635178348024,0.106838977323231,0.0316227766016838
0.012,"Linear (2 factor)","Split",0.23042224358852,1.12789569323444,0.994626600559482,0.133269092674959,0.0387298334620742
0.016,"Linear (2 factor)","Split",0.248483120716761,1.1695526727141,1.01235697194152,0.157195700772574,0.0894427190999916
0.02,"Linear (2 factor)","Split",0.263123099662943,1.20706035676938,1.02743366704487,0.179626689724512,0.1
0.024,"Linear (2 factor)","Split",0.275499279529251,1.24171366626321,1.04069357815492,0.201020088108286,0.109544511501033
0.028,"Linear (2 factor)","Split",0.286224831368686,1.27426106419842,1.05258045821112,0.221680605987296,0.118321595661992
0.032,"Linear (2 factor)","Split",0.295713438297719,1.30517921395251,1.06341213543238,0.241767078520127,0.126491106406735
0.036,"Linear (2 factor)","Split",0.304249135281557,1.33479273053834,1.07341601733436,0.261376713203989,0.0948683298050514
0.04,"Linear (2 factor)","Split",0.311956663318182,1.36333383893218,1.0826657938941,0.280668045038079,0.1
0.044,"Linear (2 factor)","Split",0.319047485035234,1.39097510374247,1.09136067869512,0.299614425047348,0.0741619848709566
0.048,"Linear (2 factor)","Split",0.325567026292707,1.41784864784109,1.09951454755082,0.318334100290273,0.0774596669241483
0.052,"Linear (2 factor)","Split",0.331639821892762,1.44405813572925,1.10724940439544,0.336808731333808,0.161245154965971
0.056,"Linear (2 factor)","Split",0.337318576799667,1.46968657452149,1.11460612838595,0.355080446135534,0.167332005306815
