"tau2","model","heuristic","optDelta","minPsi","MIV","MISB","pc"
0.62,"Quadratic (3 factor)","Split",0.453428747563513,29.6889963549815,8.35969606469863,21.3293002902829,0.393700393700591
0.64,"Quadratic (3 factor)","Split",0.453431333303128,30.3769766127807,8.35975351939203,22.0172230933887,0.282842712474619
0.66,"Quadratic (3 factor)","Split",0.453433771168601,31.0649531684347,8.35980768897152,22.7051454794632,0.287228132326901
0.68,"Quadratic (3 factor)","Split",0.453437261600272,31.7528945695381,8.35988524771686,23.3930093218213,0.58309518948453
0.7,"Quadratic (3 factor)","Split",0.453421529938806,32.4413675216659,8.35953569391502,24.0818318277508,0.591607978309962
0.72,"Quadratic (3 factor)","Split",0.453421529938806,33.1294198596016,8.35953569391502,24.7698841656866,0.6
0.74,"Quadratic (3 factor)","Split",0.453421529938806,33.8174721975373,8.35953569391502,25.4579365036223,0.608276253029822
0.76,"Quadratic (3 factor)","Split",0.453421529938806,34.5055245354731,8.35953569391502,26.1459888415581,0.616441400296898
0.78,"Quadratic (3 factor)","Split",0.453421529938806,35.1935768734088,8.35953569391502,26.8340411794938,0.441588043316392
0.8,"Quadratic (3 factor)","Split",0.453421529938806,35.8816292113445,8.35953569391502,27.5220935174295,0.447213595499958
0.82,"Quadratic (3 factor)","Split",0.453421529938806,36.5696815492803,8.35953569391502,28.2101458553653,0.320156211871642
0.84,"Quadratic (3 factor)","Split",0.453421529938806,37.257733887216,8.35953569391502,28.898198193301,0.324037034920393
0.86,"Quadratic (3 factor)","Split",0.453421529938806,37.9457862251518,8.35953569391502,29.5862505312367,0.6557438524302
0.88,"Quadratic (3 factor)","Split",0.453421529938806,38.6338385630875,8.35953569391502,30.2743028691725,0.66332495807108
0.9,"Quadratic (3 factor)","Split",0.453421529938806,39.3218909010232,8.35953569391502,30.9623552071082,0.670820393249937
0.92,"Quadratic (3 factor)","Split",0.453421529938806,40.009943238959,8.35953569391502,31.650407545044,0.678232998312527
0.94,"Quadratic (3 factor)","Split",0.453421529938806,40.6979955768947,8.35953569391502,32.3384598829797,0.685565460040104
0.96,"Quadratic (3 factor)","Split",0.453421529938806,41.3860479148304,8.35953569391502,33.0265122209154,0.489897948556636
0.98,"Quadratic (3 factor)","Split",0.453421529938806,42.0741002527662,8.35953569391502,33.7145645588512,0.494974746830583
1,"Quadratic (3 factor)","Split",0.453421529938806,42.7621525907019,8.35953569391502,34.4026168967869,0.353553390593274
0,"Quadratic (3 factor)","Retain",0.000160538694759279,3.9180573166502,3.9180573166502,0,0
0.004,"Quadratic (3 factor)","Retain",0.222131355437998,5.7032922665896,5.13163624049353,0.571656026096074,0.0447213595499958
0.008,"Quadratic (3 factor)","Retain",0.254438243977126,6.15502354745292,5.41472165301941,0.740301894433509,0.0632455532033676
0.012,"Quadratic (3 factor)","Retain",0.274890891557013,6.47976815084187,5.6143473829141,0.865420767927773,0.0774596669241483
0.016,"Quadratic (3 factor)","Retain",0.27834302895986,6.75804442191937,5.64974086205795,1.10830355986142,0.0894427190999916
0.02,"Quadratic (3 factor)","Retain",0.278350731530535,7.03512893078465,5.64982040279574,1.38530852798891,0.1
0.024,"Quadratic (3 factor)","Retain",0.281828152448462,7.31103549239012,5.68599166589234,1.62504382649779,0.0774596669241483
0.028,"Quadratic (3 factor)","Retain",0.291041181169509,7.57399590814519,5.78439733748866,1.78959857065653,0.0836660026534076
0.032,"Quadratic (3 factor)","Retain",0.299212794768004,7.823379042833,5.87491008186476,1.94846896096825,0.0632455532033676
0.036,"Quadratic (3 factor)","Retain",0.306573633359467,8.06180022123216,5.95914425606506,2.10265596516709,0.0670820393249937
0.04,"Quadratic (3 factor)","Retain",0.313260219065614,8.29114195568222,6.03796072399343,2.2531812316888,0.14142135623731
0.044,"Quadratic (3 factor)","Retain",0.319389570300953,8.5128239183699,6.11219261213782,2.40063130623208,0.148323969741913
0.048,"Quadratic (3 factor)","Retain",0.325056055414551,8.7279382002444,6.1825564681627,2.54538173208169,0.154919333848297
0.052,"Quadratic (3 factor)","Retain",0.330279905914542,8.93734543052588,6.24894310889217,2.68840232163371,0.161245154965971
0.056,"Quadratic (3 factor)","Retain",0.335177350306455,9.14173789742852,6.31253885573348,2.82919904169504,0.167332005306815
0.06,"Quadratic (3 factor)","Retain",0.339770417650243,9.34168180031628,6.3734038258602,2.96827797445608,0.122474487139159
0.064,"Quadratic (3 factor)","Retain",0.344095097407831,9.53764708066435,6.43181717575243,3.10582990491192,0.126491106406735
0.068,"Quadratic (3 factor)","Retain",0.348181242549477,9.73002869040983,6.4880139008805,3.24201478952934,0.0921954445729289
0.072,"Quadratic (3 factor)","Retain",0.35205307600379,9.91916221125614,6.54218231305433,3.3769798982018,0.0948683298050514
0.076,"Quadratic (3 factor)","Retain",0.355753673489839,10.1053355782384,6.59480673133295,3.51052884690549,0.194935886896179
0.08,"Quadratic (3 factor)","Retain",0.359241153536319,10.2887977851373,6.64517603094492,3.64362175419241,0.2
0.084,"Quadratic (3 factor)","Retain",0.362586711103684,10.4697661471108,6.69421485817572,3.77555128893505,0.204939015319192
0.088,"Quadratic (3 factor)","Retain",0.365786503738173,10.6484313090642,6.74178681306573,3.90664449599844,0.20976176963403
0.092,"Quadratic (3 factor)","Retain",0.368856866440529,10.8249617093207,6.78805976254989,4.03690194677079,0.214476105895272
0.096,"Quadratic (3 factor)","Retain",0.371807445119928,10.999506986671,6.8331131140747,4.16639387259628,0.154919333848297
0.1,"Quadratic (3 factor)","Retain",0.374646812399004,11.1722007629249,6.87701812918333,4.29518263374154,0.158113883008419
0.104,"Quadratic (3 factor)","Retain",0.377382625350818,11.3431629177197,6.91983907936981,4.42332383834993,0.114017542509914
0.108,"Quadratic (3 factor)","Retain",0.379992684207268,11.5125014566644,6.9611711849576,4.55133027170683,0.116189500386222
0.112,"Quadratic (3 factor)","Retain",0.382531394764675,11.6803140851336,7.00182839903798,4.67848568609559,0.236643191323985
0.116,"Quadratic (3 factor)","Retain",0.38498623121094,11.8466895214515,7.04157436255248,4.805115158899,0.240831891575846
0.12,"Quadratic (3 factor)","Retain",0.387362321656393,12.0117085967996,7.08045476561728,4.93125383118227,0.244948974278318
0.124,"Quadratic (3 factor)","Retain",0.389664324188636,12.1754451916082,7.1185114513693,5.05693374023892,0.248997991959775
0.128,"Quadratic (3 factor)","Retain",0.391896484017999,12.3379670339284,7.15578286550918,5.18218416841923,0.25298221281347
0.132,"Quadratic (3 factor)","Retain",0.394062682054561,12.499336384285,7.19230443994722,5.30703194433776,0.18165902124585
0.136,"Quadratic (3 factor)","Retain",0.396166476427245,12.6596106260807,7.22810892196714,5.43150170411351,0.184390889145858
0.14,"Quadratic (3 factor)","Retain",0.398211138153998,12.8188427769514,7.26322665809738,5.55561611885398,0.13228756555323
0.144,"Quadratic (3 factor)","Retain",0.400199681936921,12.9770819335963,7.29768584012788,5.67939609346847,0.134164078649987
0.148,"Quadratic (3 factor)","Retain",0.402134892868179,13.1343736603311,7.33151271926478,5.80286094106632,0.272029410174709
0.152,"Quadratic (3 factor)","Retain",0.404019747610518,13.2907603296932,7.3647388371761,5.92602149251713,0.275680975041804
0.156,"Quadratic (3 factor)","Retain",0.405861177118752,13.4462814282478,7.39746826590793,6.04881316233986,0.279284800875379
0.16,"Quadratic (3 factor)","Retain",0.407652005186517,13.6009738034987,7.42955546710485,6.1714183363939,0.282842712474619
0.164,"Quadratic (3 factor)","Retain",0.409391455104849,13.7548719026968,7.46096703358442,6.29390486911237,0.286356421265527
0.168,"Quadratic (3 factor)","Retain",0.411095600735917,13.9080080290767,7.49197717188102,6.4160308571957,0.204939015319192
0.172,"Quadratic (3 factor)","Retain",0.412759646596824,14.060412452256,7.52248504051874,6.53792741173725,0.207364413533277
0.176,"Quadratic (3 factor)","Retain",0.414385280129542,14.2121136202016,7.55250747254112,6.65960614766053,0.148323969741913
0.18,"Quadratic (3 factor)","Retain",0.415974083242668,14.3631382978984,7.58206036424052,6.78107793365783,0.15
0.184,"Quadratic (3 factor)","Retain",0.417527541088033,14.5135117011588,7.61115874845489,6.90235295270387,0.303315017762062
0.188,"Quadratic (3 factor)","Retain",0.419047049929039,14.6632576171557,7.63981686052374,7.02344075663196,0.306594194335118
0.192,"Quadratic (3 factor)","Retain",0.420533924215199,14.8123985132455,7.66804819784009,7.14435031540542,0.309838667696593
0.196,"Quadratic (3 factor)","Retain",0.421989402955903,14.9609556354382,7.69586557370654,7.2650900617317,0.313049516849971
0.2,"Quadratic (3 factor)","Retain",0.423414655477905,15.1089490976887,7.72328116618872,7.38566793149997,0.316227766016838
0.22,"Quadratic (3 factor)","Retain",0.430114397633087,15.8410958921445,7.85452466879798,7.98657122334653,0.234520787991171
0.24,"Quadratic (3 factor)","Retain",0.436237114543763,16.5616410609355,7.97796529650052,8.58367576443499,0.244948974278318
0.26,"Quadratic (3 factor)","Retain",0.441841905848631,17.272204184923,8.09398697041217,9.17821721451086,0.180277563773199
0.28,"Quadratic (3 factor)","Retain",0.447005233488681,17.9740826392219,8.20350103058134,9.77058160864052,0.187082869338697
0.3,"Quadratic (3 factor)","Retain",0.451771251045333,18.668333254446,8.3068870154689,10.3614462389771,0.387298334620742
0.32,"Quadratic (3 factor)","Retain",0.456241953567779,19.3558291109039,8.40592251725332,10.9499065936506,0.4
0.34,"Quadratic (3 factor)","Retain",0.460396108756675,20.0373007603485,8.499770424223,11.5375303361255,0.412310562561766
0.36,"Quadratic (3 factor)","Retain",0.464293075714862,20.7133658222401,8.58944036325582,12.1239254589843,0.424264068711929
0.38,"Quadratic (3 factor)","Retain",0.467956228511853,21.3845515593394,8.67520008949108,12.7093514698483,0.435889894354067
0.4,"Quadratic (3 factor)","Retain",0.471408970791217,22.0513118787247,8.75736269890582,13.2939491798188,0.316227766016838
0.42,"Quadratic (3 factor)","Retain",0.474671402825393,22.7140404905178,8.8362028734617,13.8778376170561,0.324037034920393
0.44,"Quadratic (3 factor)","Retain",0.477801614276558,23.3730812092255,8.91296839981993,14.4601128094056,0.234520787991171
0.46,"Quadratic (3 factor)","Retain",0.479731748519125,24.028921284989,8.96085802354593,15.0680632614431,0.239791576165636
0.48,"Quadratic (3 factor)","Retain",0.479771566081796,24.683996022734,8.96185045452044,15.7221455682135,0.489897948556636
0.5,"Quadratic (3 factor)","Retain",0.479741548834268,25.3391624330832,8.96110227412476,16.3780601589585,0.5
0.52,"Quadratic (3 factor)","Retain",0.479773887130252,25.9942046363006,8.96190831100849,17.0322963252921,0.509901951359279
0.54,"Quadratic (3 factor)","Retain",0.479751363764347,26.649360436919,8.96134690001816,17.6880135369009,0.519615242270663
0.56,"Quadratic (3 factor)","Retain",0.479755953337304,27.3044451282175,8.96146129367042,18.3429838345471,0.529150262212918
0.58,"Quadratic (3 factor)","Retain",0.479759323681351,27.9595282240473,8.96154529997103,18.9979829240762,0.380788655293195
0.6,"Quadratic (3 factor)","Retain",0.479751099381306,28.6146974069095,8.96134031042842,19.653357096481,0.387298334620742
0.62,"Quadratic (3 factor)","Retain",0.479770029273435,29.269635885358,8.96181214702931,20.3078237383287,0.278388218141501
0.64,"Quadratic (3 factor)","Retain",0.479761677476974,29.9248126500269,8.96160396943365,20.9632086805932,0.282842712474619
0.66,"Quadratic (3 factor)","Retain",0.479784438189717,30.5799757697446,8.96217132377502,21.6178044459696,0.574456264653803
0.68,"Quadratic (3 factor)","Retain",0.479760644356503,31.2350260650929,8.96157821834168,22.2734478467512,0.58309518948453
0.7,"Quadratic (3 factor)","Retain",0.479753183704324,31.8902286509851,8.96139226115579,22.9288363898293,0.591607978309962
0.72,"Quadratic (3 factor)","Retain",0.479763468471477,32.5451874822696,8.96164861124065,23.5835388710289,0.6
0.74,"Quadratic (3 factor)","Retain",0.479779477535646,33.2002500879636,8.9620476648966,24.238202423067,0.608276253029822
0.76,"Quadratic (3 factor)","Retain",0.479791122839459,33.855487009888,8.96233796278841,24.8931490470995,0.435889894354067
0.78,"Quadratic (3 factor)","Retain",0.479769953236446,34.5103659570926,8.9618102516886,25.548555705404,0.441588043316392
0.8,"Quadratic (3 factor)","Retain",0.479788488352289,35.1656203910978,8.96227228807661,26.2033481030212,0.316227766016838
0.82,"Quadratic (3 factor)","Retain",0.479784920987773,35.8206614114075,8.96218335908631,26.8584780523212,0.320156211871642
0.84,"Quadratic (3 factor)","Retain",0.479803275676221,36.4759601216432,8.96264092926025,27.513319192383,0.648074069840786
0.86,"Quadratic (3 factor)","Retain",0.479758453307435,37.1309877156414,8.96152360565332,28.1694641099881,0.6557438524302
0.88,"Quadratic (3 factor)","Retain",0.479808650893131,37.7861774522823,8.96277493717918,28.8234025151031,0.66332495807108
0.9,"Quadratic (3 factor)","Retain",0.479796117706261,38.4411205624189,8.9624624812206,29.4786580811983,0.670820393249937
0.92,"Quadratic (3 factor)","Retain",0.479777115696455,39.0960045430633,8.96198879010972,30.1340157529536,0.678232998312527
0.94,"Quadratic (3 factor)","Retain",0.479785147257481,39.7511726724136,8.96218899960369,30.78898367281,0.484767985741633
0.96,"Quadratic (3 factor)","Retain",0.479804968241936,40.4064508150701,8.96268312574939,31.4437676893207,0.489897948556636
0.98,"Quadratic (3 factor)","Retain",0.479759581073056,41.0615779603974,8.96155171554925,32.1000262448481,0.35
1,"Quadratic (3 factor)","Retain",0.479763507238989,41.7165625448753,8.96164957755242,32.7549129673229,0.353553390593274
